Date,Open,High,Low,Close,Adj Close,Volume,Return,Change,Volatility,MA7,MA21,EMA50,Momentum,RSI,MACD,Signal,Upper_band,Lower_band
2012-06-18,29.959999,32.080002,29.41,31.41,31.41,42978900,0.048,1.3999999999999986,2.757166035087709,28.355714428571424,29.472857047619044,29.263276770312075,24.27,41.339259355108005,-1.745867403461176,-2.3544697490180706,35.68384433407946,23.26186976115863
2012-06-19,31.540001,32.18,30.700001,31.91,31.91,30849000,0.012,0.5,2.760983846607424,29.042857285714287,29.171904666666666,29.410225440219513,25.290001,43.03430765691704,-1.3809574250346976,-2.159767284221396,34.07561569806218,24.268193635271153
2012-06-20,31.92,31.93,31.15,31.6,31.6,15553600,-0.01,-0.3099999999999987,2.7314189437537584,29.698571571428573,29.056190428571426,29.527588978817462,27.01,42.21974128524204,-1.1040512319651299,-1.948624073770143,33.578253902484256,24.534126954658596
2012-06-21,31.67,32.5,31.51,31.84,31.84,21875300,0.005,0.23999999999999844,2.708949604789911,30.332857285714287,29.09619042857143,29.64745143763161,28.41,43.117428641000586,-0.8553748558340963,-1.729974230182934,33.70450661543367,24.487874241709186
2012-06-22,32.41,33.450001,32.060001,33.049999,33.049999,74834000,0.02,1.2099989999999998,2.7619250393450163,31.158571428571427,29.14619038095238,29.818314161043904,28.91,47.542419094778595,-0.5542709388558293,-1.4948335719175132,33.90709119241369,24.38528956949107
2012-06-25,32.860001,33.02,31.549999,32.060001,32.060001,24352900,-0.024,-0.9899979999999999,2.7293042476812412,31.697142857142858,29.1,29.927539760632413,28.6,44.492726093927104,-0.39102103308817604,-1.2740710641516457,33.71935928544225,24.48064071455775
2012-06-26,32.689999,33.439999,32.5,33.099998,33.099998,24858700,0.013,1.0399969999999996,2.754385970237518,32.138571142857145,29.156666571428577,30.077743485281818,28.84,48.24834520855394,-0.1756998814686419,-1.054396827615045,33.94684093012044,24.366492212736716
2012-06-27,32.459999,32.900002,31.9,32.23,32.23,28568000,-0.007,-0.8699980000000025,2.7149026581958875,32.255714,29.318095142857146,30.17689429597404,30.049999,45.47637636052824,-0.07440024551067737,-0.8583975111941715,34.2885419984611,24.34764828725319
2012-06-28,31.959999,32.189999,30.9,31.360001,31.360001,17713300,-0.019,-0.8699989999999964,2.642285904507306,32.177142714285715,29.469047523809518,30.2299930008039,29.060001,42.82662596571941,-0.06358819744662014,-0.6994356484446613,34.487911415340804,24.45018363227823
2012-06-29,31.92,31.99,30.76,31.1,31.1,19526900,-0.026,-0.26000099999999904,2.56659085440408,32.10571414285714,29.54047609523809,30.26807706444,30.099998,42.03830111286128,-0.0751333883087213,-0.5745751964174733,34.60961188706714,24.471340303409043
2012-07-02,31.25,31.73,30.549999,30.77,30.77,14122000,-0.015,-0.33000000000000185,2.4895857413221387,31.952856999999998,29.685714238095237,30.289530012065583,29.229999999999997,41.006565644005576,-0.10964733114018088,-0.48158962336201483,34.71035958034883,24.661068895841645
2012-07-03,30.91,31.440001,30.799999,31.200001,31.200001,8763600,0.009,0.43000100000000074,2.4218031152790336,31.68857157142857,29.890476190476193,30.3275650333959,28.360001,42.97065742583025,-0.10113655323161197,-0.40549900933593425,34.78716258145749,24.9937897994949
2012-07-05,31.32,31.629999,31.02,31.469999,31.469999,10032100,0.005,0.26999800000000107,2.3620547052896472,31.60428557142857,30.157142761904765,30.37425533638613,28.1,44.22629233000796,-0.07177770953422424,-0.33875474937559225,34.73371412789507,25.580571395914465
2012-07-06,31.440001,31.9,31.26,31.73,31.73,10945600,0.009,0.26000099999999904,2.310613740190519,31.408571571428574,30.391428523809527,30.428509942127505,27.77,45.471348449531476,-0.02721696635781612,-0.27644719277203705,34.74672069967385,26.036136347945202
2012-07-09,32.099998,32.880001,31.99,32.169998,32.169998,17785200,0.002,0.4399979999999992,2.274370101078698,31.39999985714286,30.670476095238097,30.496807363298295,28.200001,47.603047100251715,0.043105017228917575,-0.21253675077184614,34.66329148340755,26.677660707068647
2012-07-10,32.43,32.48,31.16,31.469999,31.469999,14269500,-0.03,-0.6999989999999983,2.2169827746132422,31.41571385714286,30.878571285714287,30.53423979862391,28.469999,44.614832911037055,0.04186898707916242,-0.16165560320164443,34.530815395143456,27.22632717628512
2012-07-11,31.48,31.559999,30.549999,30.969999,30.969999,13030300,-0.016,-0.5,2.154893033942667,31.39714228571429,31.067142666666673,30.55069046843577,28.73,42.55973212900624,0.0005374080492472899,-0.12921700095146607,34.260579934833586,27.873705398499762
2012-07-12,30.700001,31.4,30.6,30.809999,30.809999,11300700,0.004,-0.16000000000000014,2.0944829745749396,31.40285642857143,31.229523571428576,30.560305365986068,29.169998,41.89469250411253,-0.044614540285287774,-0.11229650881823042,33.95182688786299,28.507220254994156
2012-07-13,31.040001,31.07,30.559999,30.719999,30.719999,8108300,-0.01,-0.08999999999999986,2.0362759490816313,31.33428471428572,31.393809238095237,30.566124968973103,28.469999,41.5018456696932,-0.08666105775211719,-0.10716941860500778,33.44659659794651,29.34102187824396
2012-07-16,30.5,30.5,28.209999,28.25,28.25,24672100,-0.074,-2.4699990000000014,2.0605597028591736,30.87428485714286,31.39190442857143,30.483117439332986,27.969999,32.49586023431826,-0.31565285283009104,-0.14886610545002443,33.45682643563151,29.326982421511346
2012-07-17,28.48,28.59,27.15,28.09,28.09,30438600,-0.014,-0.16000000000000014,2.0847456233827972,30.354284857142858,31.300475857142857,30.39872043729273,27.809999,32.011270039039886,-0.5042287281438291,-0.21993862998878538,33.75554753124024,28.845404183045474
2012-07-18,28.309999,29.290001,28.15,29.110001,29.110001,16841800,0.028,1.0200010000000006,2.0516841172078735,29.917142428571427,31.190952095238096,30.353972441344613,27.719999,38.32546209028379,-0.56485956232817,-0.2889228164566623,33.82424526706025,28.557658923415943
2012-07-19,29.41,29.5,28.629999,29.0,29.0,13685100,-0.014,-0.11000100000000046,2.021485001141135,29.564285428571427,31.052380666666664,30.307658707757447,25.25,37.91649369527961,-0.6147002151811094,-0.35407829620155173,33.829111225470264,28.275650107863065
2012-07-20,29.0,29.469999,28.719999,28.76,28.76,11869100,-0.008,-0.23999999999999844,1.998987392519912,29.248571285714288,30.91714257142857,30.255481459291577,25.09,36.98907653403178,-0.6658893282119713,-0.41644050260363563,33.85388256595172,27.98040257690542
2012-07-23,28.120001,29.0,28.01,28.75,28.75,12390700,0.022,-0.010000000000001563,1.9748042034021445,28.954285714285714,30.769999714285714,30.205432147206704,26.110001,36.948524046924966,-0.6992039970741928,-0.4729932014977471,33.81999573526726,27.720003693304164
2012-07-24,28.82,29.450001,28.1,28.450001,28.450001,11539800,-0.013,-0.2999989999999997,1.9609519457880127,28.630000285714285,30.550952190476192,30.147858452794082,26.0,35.68457652234332,-0.7412686408030105,-0.5266482893587998,33.573823598922715,27.52808078202967
2012-07-25,28.389999,29.49,28.08,29.34,29.34,17230200,0.033,0.8899989999999995,1.91682725743103,28.78571457142857,30.421428333333335,30.12170766126742,25.76,42.02116927857121,-0.6947806934019063,-0.5602747701674211,33.4055740950936,27.437282571573068
2012-07-26,27.75,28.23,26.73,26.85,26.85,64597400,-0.032,-2.4899999999999984,1.9978471018345962,28.608571714285713,30.123809380952384,30.017135430746468,25.75,32.402522175080165,-0.8490732623223849,-0.6180344685984139,33.23012155653825,27.017497205366514
2012-07-27,23.190001,24.540001,22.280001,23.709999,23.709999,123102300,0.022,-3.1400010000000016,2.38090866450768,27.837142857142858,29.718095047619045,29.818003279697766,25.450001,24.718574446313895,-1.210766115324784,-0.736580797943688,33.755176042949685,25.681014052288404
2012-07-30,24.0,24.040001,23.030001,23.15,23.15,29285900,-0.035,-0.5599990000000012,2.721395408412182,27.001428571428573,29.32714261904762,29.60996674374212,26.34,23.641791623356312,-1.5250180871605714,-0.8942682557870647,34.200014716340334,24.45427052175491
2012-07-31,23.370001,23.370001,21.610001,21.709999,21.709999,56179400,-0.071,-1.4400009999999988,3.1321247423395646,25.99428557142857,28.879999714285717,29.366318095604292,23.85,21.096825349715104,-1.868719648146893,-1.0891585342590304,34.70071433845366,23.059285090117775
2012-08-01,21.5,21.58,20.84,20.879999,20.879999,44604400,-0.029,-0.8299999999999983,3.5249256222331566,24.86999971428571,28.409047285714287,29.10749297055522,20.709999,19.775444859730783,-2.1829163737270996,-1.3079101021526442,35.11984133767358,21.698253233755
2012-08-02,20.77,20.84,19.82,20.040001,20.040001,56374500,-0.035,-0.8399980000000014,3.905110169442509,23.668571142857143,27.877618714285713,28.83392212512446,20.15,18.511747594180136,-2.471213747059423,-1.540570831134,35.38087872949325,20.37435869907818
2012-08-03,20.360001,22.16,19.9,21.09,21.09,80647000,0.036,1.0499989999999997,4.102548244298,22.489999714285716,27.383333047619047,28.602726101515028,18.709999,24.966331911179807,-2.5851651734929035,-1.749489699605781,35.25137525958867,19.51529083564942
2012-08-06,21.389999,22.15,21.299999,21.92,21.92,27778900,0.025,0.8300000000000018,4.196137967032217,21.785714000000002,26.916190190476193,28.4052359969597,17.879999,29.706178842444345,-2.578771958607536,-1.915346151406132,34.864803455850144,18.967576925102243
2012-08-07,22.200001,22.450001,20.5,20.719999,20.719999,36782900,-0.067,-1.2000010000000003,4.346368387739635,21.35857114285714,26.370952142857142,28.180355681553603,17.040001,27.04606387238583,-2.640101890436867,-2.060297299212279,34.37656989393563,18.365334391778653
2012-08-08,20.709999,21.15,20.219999,20.719999,20.719999,29537400,0.0,0.0,4.461119873400429,21.01142814285714,25.85904738095238,27.964142874178222,18.09,27.04606387238583,-2.6580657755973185,-2.179850994489287,33.87003476407648,17.84805999782828
2012-08-09,20.75,21.17,20.610001,21.01,21.01,15610700,0.013,0.2900010000000002,4.529013295810979,20.911428285714287,25.384761714285712,27.764472588441883,18.92,28.83223954301532,-2.618714713821632,-2.267623738355756,33.30369022195175,17.465833206619678
2012-08-10,21.41,21.82,21.129999,21.809999,21.809999,25794700,0.019,0.7999989999999997,4.533695014836729,21.04428542857143,24.95619028571429,27.595047770859743,17.719999,33.65771901442177,-2.494223623099124,-2.3129437153044297,32.61172069905116,17.300659872377416
2012-08-13,22.15,22.450001,21.4,21.6,21.6,24973100,-0.025,-0.20999899999999982,4.537289620585271,21.26714242857143,24.52190461904762,27.42596411458899,17.719999,33.02471177794291,-2.3850157244065713,-2.327358117124858,31.83104365235328,17.212765585741963
2012-08-14,21.41,21.6,20.25,20.379999,20.379999,39308800,-0.048,-1.220001,4.593748075827798,21.165713714285715,24.147142666666667,27.228934181348784,18.01,29.547920928858204,-2.3695963311356927,-2.335805759927025,31.460484954411466,16.833800378921868
2012-08-15,20.639999,21.41,20.4,21.200001,21.200001,47861100,0.027,0.8200019999999988,4.589725041473179,21.062856714285715,23.819047476190477,27.061741043810493,18.809999,34.53651386460362,-2.2650983981612356,-2.321664287573867,31.006589776680656,16.631505175700298
2012-08-16,20.440001,20.48,19.690001,19.870001,19.870001,157565300,-0.028,-1.3300000000000018,4.643747291196962,20.94142842857143,23.379047476190475,26.86390836811463,18.6,30.73513783901734,-2.2635105771908037,-2.3100335454972543,30.333743738237846,16.424351214143105
2012-08-17,20.01,20.08,19.0,19.049999,19.049999,129293400,-0.048,-0.8200019999999988,4.726845978667569,20.702857,22.905237904761904,26.650645736650468,17.379999,28.641929036873606,-2.301884830536583,-2.30840380250512,29.602553011749794,16.207922797774014
2012-08-20,19.049999,20.129999,18.75,20.01,20.01,101186600,0.05,0.9600010000000019,4.735519061149088,20.55999985714286,22.48857123809524,26.47078681840883,18.200001,34.28461524071183,-2.22913654662759,-2.292550351329614,28.729219893666887,16.247922582523593
2012-08-21,19.58,19.98,19.09,19.16,19.16,70640600,-0.021,-0.8500000000000014,4.775379775954709,20.181428571428572,22.031904571428573,26.274246900687935,16.870001,31.880785340109,-2.2145430302131075,-2.276948887106313,27.727919691225473,16.335889451631672
2012-08-22,19.360001,19.530001,18.959999,19.440001,19.440001,49892200,0.004,0.2800009999999986,4.784893397083334,19.872857285714286,21.602856952380954,26.09184519721076,16.049999,33.534000328803344,-2.1555361437890745,-2.2526663384428653,26.58047133146454,16.625242573297367
2012-08-23,19.5,19.73,19.360001,19.440001,19.440001,32813700,-0.003,0.0,4.782530596641354,19.73857185714286,21.13142842857143,25.91556004757226,17.01,33.534000328803344,-2.0847411627584087,-2.219081303305974,24.709993670437022,17.552863186705835
2012-08-24,19.52,19.68,19.25,19.41,19.41,29622200,-0.006,-0.030000999999998612,4.771302577903882,19.482857428571428,20.777142714285713,25.744332096151474,16.16,33.43317194660419,-2.007910517645964,-2.176847146173972,23.293330912902817,18.260954515668608
2012-08-27,19.49,19.530001,19.1,19.15,19.15,20704000,-0.017,-0.26000000000000156,4.762507260214565,19.380000142857142,20.559999904761906,25.571924909205656,16.440001,32.52057716761122,-1.9455741373710218,-2.130592544413382,22.783141451313252,18.33685835821056
2012-08-28,19.1,19.379999,18.950001,19.34,19.34,25417000,0.013,0.19000000000000128,4.736496829277401,19.42142885714286,20.378571333333333,25.410050924540666,16.440001,33.93965485862215,-1.8594066127981037,-2.0763553580903267,22.317687013077915,18.43945565358875
2012-08-29,19.32,19.379999,19.07,19.1,19.1,16124700,-0.011,-0.23999999999999844,4.7133121557823285,19.291428857142858,20.254285666666668,25.247184608408432,16.41,32.99573537740686,-1.7898519241692021,-2.019054671306102,22.169410083215027,18.33916125011831
2012-08-30,19.27,19.450001,19.059999,19.09,19.09,30647500,-0.009,-0.010000000000001563,4.6833345593606595,19.281428857142856,20.16904761904762,25.089243539366116,16.15,32.95460931436848,-1.7157580578739697,-1.9583953486196755,22.126084949932896,18.212010288162347
2012-08-31,18.68,18.700001,18.030001,18.059999,18.059999,58764200,-0.033,-1.0300009999999986,4.69166708794282,19.084285714285716,20.07476180952381,24.910016009289098,16.34,28.951862163020095,-1.7203198314845594,-1.9107802451926523,22.23784860984335,17.91167500920427
2012-09-04,18.08,18.27,17.549999,17.73,17.73,46622400,-0.019,-0.3299990000000008,4.704386614210872,18.839999857142857,19.91476180952381,24.728016097874736,16.1,27.787337767949197,-1.7306137927864746,-1.874746954711417,22.252466747645094,17.577056871402526
2012-09-05,18.27,18.75,18.18,18.58,18.58,60781800,0.017,0.8499999999999979,4.669129506501101,18.721428428571432,19.75571419047619,24.573064907450878,16.09,35.035669190077726,-1.6511504998716084,-1.8300276637434554,21.97173367272734,17.539694708225042
2012-09-06,18.74,19.26,18.719999,18.959999,18.959999,46066500,0.012,0.37999900000000153,4.614993982061923,18.694285428571426,19.671904666666666,24.432383502393403,15.059999000000001,38.03035921925424,-1.5397630937431899,-1.7719747497434022,21.867788290047226,17.476021043286107
2012-09-07,19.1,19.42,18.780001,18.98,18.98,36371700,-0.006,0.0200010000000006,4.55704857937697,18.642856857142856,19.589047571428573,24.296470765684557,14.73,38.19186070294111,-1.433351079326414,-1.7042500156600047,21.74986146949972,17.428233673357425
2012-09-10,19.059999,19.200001,18.549999,18.809999,18.809999,24797800,-0.013,-0.17000099999999918,4.50187641957739,18.60142814285714,19.48428561904762,24.16043194460128,15.579999999999998,37.30201585616074,-1.3472066910588367,-1.6328413507397712,21.567692347599152,17.400878890496084
2012-09-11,18.92,19.58,18.85,19.43,19.43,50508200,0.027,0.6200009999999985,4.426397174702643,18.64999957142857,19.370952333333335,24.043744684953136,15.959999,42.55849426705375,-1.2149030969339982,-1.5492536999786166,21.161325985635933,17.580578681030737
2012-09-12,20.76,21.16,20.280001,20.93,20.93,121584000,0.008,1.5,4.325673519737364,19.059999714285713,19.339047571428573,23.96732348341031,15.98,52.856374527255646,-0.9777432656745475,-1.4349516131178028,20.9802537748343,17.697841368022846
2012-09-13,20.959999,21.48,20.610001,20.709999,20.709999,65041600,-0.012,-0.2200009999999999,4.229309856767236,19.48571385714286,19.354761857142858,23.887770995248655,15.809999000000001,51.40087974337074,-0.7983418449935051,-1.3076296594929433,21.043461430131412,17.666062284154304
2012-09-14,21.129999,22.08,20.9,22.0,22.0,72819800,0.041,1.2900010000000002,4.130443788404608,19.974285285714284,19.39285704761905,23.841887549198688,16.43,58.599777887190584,-0.5457812009272303,-1.1552599677798008,21.280735881806613,17.504978213431485
2012-09-17,22.67,22.75,21.5,21.52,21.52,50667600,-0.051,-0.4800000000000004,4.033569676878298,20.339999714285714,19.47142842857143,23.78571650984293,17.93,55.31635336648493,-0.3799769219473603,-1.0002033586133128,21.568467319552575,17.374389537590282
